id_transaccion,id_empresa,giro_comercial,fecha_hora,monto,tipo_pago,pais_destino
"TX_000147","EMP_0085","Automotriz","2026-12-02 06:23:37.520","11422.31","SPEI_ENVIADO","México"
"TX_000148","EMP_0025","Consultoría TI","2026-12-02 06:29:42.272","10504.90","TARJETA_EMPRESARIAL","México"
"TX_000149","EMP_0008","Automotriz","2026-12-02 06:34:21.896","34257.01","SPEI_ENVIADO","México"
"TX_000150","EMP_0060","Ferretería","2026-12-02 06:39:41.999","30612.19","SPEI_ENVIADO","México"
"TX_000151","EMP_0052","Automotriz","2026-12-02 06:46:23.955","28112.90","TARJETA_EMPRESARIAL","México"
"TX_000152","EMP_0068","Papelería","2026-12-02 06:47:24.273","27114.18","SPEI_ENVIADO","México"
"TX_000153","EMP_0015","Ropa y Calzado","2026-12-02 06:51:28.590","34254.50","TARJETA_EMPRESARIAL","México"
"TX_000154","EMP_0073","Farmacia","2026-12-02 06:57:18.081","2843.48","SPEI_RECIBIDO","México"
"TX_000155","EMP_0018","Farmacia","2026-12-02 07:06:36.409","5555.88","SPEI_ENVIADO","México"
"TX_000156","EMP_0045","Restaurante","2026-12-02 07:10:55.642","31138.25","SPEI_ENVIADO","México"
"TX_000157","EMP_0061","Constructora","2026-12-02 07:11:47.694","28658.43","TARJETA_EMPRESARIAL","México"
"TX_000158","EMP_0050","Constructora","2026-12-02 07:15:33.964","30878.65","SPEI_RECIBIDO","México"
"TX_000159","EMP_0063","Automotriz","2026-12-02 07:27:19.720","19811.75","SPEI_RECIBIDO","México"
"TX_000160","EMP_0089","Restaurante","2026-12-02 07:40:08.122","19209.09","TARJETA_EMPRESARIAL","México"
"TX_000161","EMP_0075","Turismo","2026-12-02 07:47:18.142","9082.10","SPEI_RECIBIDO","México"
"TX_000162","EMP_0051","Farmacia","2026-12-02 07:56:38.342","11604.78","SPEI_ENVIADO","México"
"TX_000163","EMP_0024","Papelería","2026-12-02 08:03:47.183","20278.45","SPEI_RECIBIDO","México"
"TX_000164","EMP_0067","Restaurante","2026-12-02 08:06:33.957","24357.42","SPEI_ENVIADO","México"
"TX_000165","EMP_0080","Consultoría TI","2026-12-02 08:23:43.874","22904.02","TARJETA_EMPRESARIAL","México"
"TX_000166","EMP_0064","Turismo","2026-12-02 08:34:37.141","2764.32","TARJETA_EMPRESARIAL","México"
"TX_000167","EMP_0059","Ropa y Calzado","2026-12-02 08:41:20.623","28834.44","SPEI_RECIBIDO","México"
"TX_000168","EMP_0056","Restaurante","2026-12-02 08:47:00.757","13382.40","TARJETA_EMPRESARIAL","México"
"TX_000169","EMP_0061","Constructora","2026-12-02 09:06:00.655","12482.80","SPEI_RECIBIDO","México"
"TX_000170","EMP_0004","Ropa y Calzado","2026-12-02 09:07:18.383","3531.25","SPEI_ENVIADO","México"
"TX_000171","EMP_0051","Farmacia","2026-12-02 09:25:43.417","11349.66","SPEI_RECIBIDO","México"
"TX_000172","EMP_0053","Turismo","2026-12-02 09:27:38.814","23204.68","TARJETA_EMPRESARIAL","México"
"TX_000173","EMP_0006","Constructora","2026-12-02 09:33:32.205","29680.05","SPEI_ENVIADO","México"
"TX_000174","EMP_0011","Abarrotes","2026-12-02 09:34:58.563","5297.55","TARJETA_EMPRESARIAL","México"
"TX_000175","EMP_0050","Constructora","2026-12-02 09:39:28.864","14698.36","TARJETA_EMPRESARIAL","México"
"TX_000176","EMP_0014","Consultoría TI","2026-12-02 09:41:43.300","20982.71","SPEI_RECIBIDO","México"
"TX_000177","EMP_0057","Papelería","2026-12-02 10:00:32.800","25041.95","SPEI_RECIBIDO","México"
"TX_000178","EMP_0049","Ferretería","2026-12-02 10:34:19.363","11101.46","SPEI_RECIBIDO","México"
"TX_000179","EMP_0067","Restaurante","2026-12-02 10:39:59.448","22893.67","SPEI_RECIBIDO","México"
"TX_000180","EMP_0010","Importadora","2026-12-02 10:45:31.751","28322.68","TARJETA_EMPRESARIAL","México"
"TX_000181","EMP_0045","Restaurante","2026-12-02 10:58:14.600","21750.20","SPEI_ENVIADO","México"
"TX_000182","EMP_0048","Ropa y Calzado","2026-12-02 11:15:43.445","12347.13","SPEI_ENVIADO","México"
"TX_000183","EMP_0040","Farmacia","2026-12-02 11:50:30.673","32754.50","SPEI_ENVIADO","México"
"TX_000184","EMP_0024","Papelería","2026-12-02 11:54:00.487","17866.92","SPEI_RECIBIDO","México"
"TX_000185","EMP_0001","Restaurante","2026-12-02 12:06:21.915","16989.51","SPEI_ENVIADO","México"
"TX_000186","EMP_0017","Constructora","2026-12-02 12:17:32.607","32466.47","TARJETA_EMPRESARIAL","México"
"TX_000187","EMP_0034","Restaurante","2026-12-02 12:41:03.176","6855.09","SPEI_ENVIADO","México"
"TX_000188","EMP_0054","Importadora","2026-12-02 12:55:57.612","25867.96","SPEI_RECIBIDO","México"
"TX_000189","EMP_0090","Papelería","2026-12-02 12:59:25.943","33886.43","TARJETA_EMPRESARIAL","México"
"TX_000190","EMP_0044","Abarrotes","2026-12-02 13:00:19.500","34020.96","SPEI_ENVIADO","México"
"TX_000191","EMP_0065","Importadora","2026-12-02 13:12:25.967","7361.69","SPEI_ENVIADO","México"
"TX_000192","EMP_0048","Ropa y Calzado","2026-12-02 13:14:36.658","25602.16","TARJETA_EMPRESARIAL","México"
"TX_000193","EMP_0045","Restaurante","2026-12-02 13:19:32.236","15304.51","TARJETA_EMPRESARIAL","México"
"TX_000194","EMP_0083","Constructora","2026-12-02 13:30:33.714","20985.19","TARJETA_EMPRESARIAL","México"
"TX_000195","EMP_0046","Papelería","2026-12-02 13:50:35.732","24649.36","TARJETA_EMPRESARIAL","México"
"TX_000196","EMP_0063","Automotriz","2026-12-02 13:53:06.082","16366.09","TARJETA_EMPRESARIAL","México"
"TX_000197","EMP_0068","Papelería","2026-12-02 13:59:48.808","5309.82","TARJETA_EMPRESARIAL","México"
"TX_000198","EMP_0033","Abarrotes","2026-12-02 14:12:41.089","25743.24","TARJETA_EMPRESARIAL","México"
"TX_000199","EMP_0005","Ferretería","2026-12-02 14:16:33.933","2291.66","SPEI_ENVIADO","México"
"TX_000200","EMP_0086","Turismo","2026-12-02 14:22:55.408","4023.80","TARJETA_EMPRESARIAL","México"
"TX_000201","EMP_0078","Restaurante","2026-12-02 14:39:46.594","8090.30","TARJETA_EMPRESARIAL","México"
"TX_000202","EMP_0001","Restaurante","2026-12-02 14:47:16.787","19491.91","SPEI_ENVIADO","México"
"TX_000203","EMP_0073","Farmacia","2026-12-02 14:47:36.484","17388.10","TARJETA_EMPRESARIAL","México"
"TX_000204","EMP_0045","Restaurante","2026-12-02 15:02:48.720","13227.84","TARJETA_EMPRESARIAL","México"
"TX_000205","EMP_0013","Papelería","2026-12-02 15:04:41.096","19544.42","SPEI_ENVIADO","México"
"TX_000206","EMP_0002","Papelería","2026-12-02 15:07:05.020","21844.01","TARJETA_EMPRESARIAL","México"
"TX_000207","EMP_0090","Papelería","2026-12-02 15:11:07.289","14542.10","SPEI_RECIBIDO","México"
"TX_000208","EMP_0054","Importadora","2026-12-02 15:19:32.423","12984.14","TARJETA_EMPRESARIAL","México"
"TX_000209","EMP_0058","Consultoría TI","2026-12-02 15:26:26.310","10123.30","SPEI_RECIBIDO","México"
"TX_000210","EMP_0088","Abarrotes","2026-12-02 15:31:49.938","29148.91","SPEI_RECIBIDO","México"
"TX_000211","EMP_0068","Papelería","2026-12-02 15:43:54.592","22806.92","SPEI_RECIBIDO","México"
"TX_000212","EMP_0020","Turismo","2026-12-02 15:53:29.164","32826.32","TARJETA_EMPRESARIAL","México"
"TX_000213","EMP_0039","Constructora","2026-12-02 16:27:23.462","27006.59","TARJETA_EMPRESARIAL","México"
"TX_000214","EMP_0044","Abarrotes","2026-12-02 16:31:41.833","29214.23","TARJETA_EMPRESARIAL","México"
"TX_000215","EMP_0068","Papelería","2026-12-02 16:34:44.241","26130.95","TARJETA_EMPRESARIAL","México"
"TX_000216","EMP_0057","Papelería","2026-12-02 16:36:05.281","15864.35","SPEI_ENVIADO","México"
"TX_000217","EMP_0044","Abarrotes","2026-12-02 16:43:18.335","13573.45","TARJETA_EMPRESARIAL","México"
"TX_000218","EMP_0041","Automotriz","2026-12-02 16:58:23.320","19448.17","TARJETA_EMPRESARIAL","México"
"TX_000219","EMP_0037","Ropa y Calzado","2026-12-02 17:23:02.171","3655.33","TARJETA_EMPRESARIAL","México"
"TX_000220","EMP_0009","Turismo","2026-12-02 17:40:04.512","5779.56","SPEI_ENVIADO","México"
"TX_000221","EMP_0089","Restaurante","2026-12-02 17:43:48.493","14288.38","SPEI_RECIBIDO","México"
"TX_000222","EMP_0072","Constructora","2026-12-02 17:47:43.003","7975.28","TARJETA_EMPRESARIAL","México"
"TX_000223","EMP_0070","Ropa y Calzado","2026-12-02 17:55:04.102","9857.39","SPEI_ENVIADO","México"
"TX_000224","EMP_0050","Constructora","2026-12-02 17:56:37.959","8870.57","SPEI_RECIBIDO","México"
"TX_000225","EMP_0070","Ropa y Calzado","2026-12-02 18:03:54.514","2262.64","TARJETA_EMPRESARIAL","México"
"TX_000226","EMP_0047","Consultoría TI","2026-12-02 18:09:07.219","28629.04","SPEI_RECIBIDO","México"
"TX_000227","EMP_0050","Constructora","2026-12-02 18:19:55.924","17315.12","SPEI_ENVIADO","México"
"TX_000228","EMP_0071","Ferretería","2026-12-02 18:45:28.948","25919.98","SPEI_RECIBIDO","México"
"TX_000229","EMP_0025","Consultoría TI","2026-12-02 18:50:07.995","20984.44","SPEI_RECIBIDO","México"
"TX_000230","EMP_0066","Abarrotes","2026-12-02 18:58:32.994","24391.75","TARJETA_EMPRESARIAL","México"
"TX_000231","EMP_0032","Importadora","2026-12-02 19:28:09.489","15490.76","SPEI_ENVIADO","México"
"TX_000232","EMP_0074","Automotriz","2026-12-02 19:28:51.429","19259.86","SPEI_RECIBIDO","México"
"TX_000233","EMP_0062","Farmacia","2026-12-02 19:36:37.337","21115.12","SPEI_ENVIADO","México"
"TX_000234","EMP_0085","Automotriz","2026-12-02 19:58:20.592","10065.61","TARJETA_EMPRESARIAL","México"
"TX_000235","EMP_0001","Restaurante","2026-12-02 20:08:29.991","27329.96","SPEI_RECIBIDO","México"
"TX_000236","EMP_0066","Abarrotes","2026-12-02 20:14:03.842","14737.68","SPEI_ENVIADO","México"
"TX_000237","EMP_0090","Papelería","2026-12-02 20:28:22.926","19280.84","TARJETA_EMPRESARIAL","México"
"TX_000238","EMP_0019","Automotriz","2026-12-02 20:39:14.290","31522.57","SPEI_ENVIADO","México"
"TX_000239","EMP_0075","Turismo","2026-12-02 20:40:57.307","30846.52","SPEI_ENVIADO","México"
"TX_000240","EMP_0032","Importadora","2026-12-02 20:42:25.365","22479.73","SPEI_RECIBIDO","México"
"TX_000241","EMP_0020","Turismo","2026-12-02 21:01:30.799","26403.56","TARJETA_EMPRESARIAL","México"
"TX_000242","EMP_0080","Consultoría TI","2026-12-02 21:07:09.823","20733.67","SPEI_RECIBIDO","México"
"TX_000243","EMP_0080","Consultoría TI","2026-12-02 21:10:23.794","33289.38","TARJETA_EMPRESARIAL","México"
