id_transaccion,id_empresa,giro_comercial,fecha_hora, monto ,tipo_pago,pais_destino
TX_000043,EMP_0062,Papelería,20/07/26," $30,754.54 ",SPEI_RECIBIDO,México
TX_000044,EMP_0083,Ferretería,20/07/26," $26,202.36 ",TARJETA_EMPRESARIAL,México
TX_000045,EMP_0046,Ropa y Calzado,20/07/26," $15,945.19 ",SPEI_ENVIADO,México
TX_000046,EMP_0055,Restaurante,20/07/26," $14,332.36 ",SPEI_RECIBIDO,México
TX_000047,EMP_0078,Abarrotes,20/07/26," $6,257.64 ",SPEI_RECIBIDO,México
TX_000048,EMP_0065,Ferretería,20/07/26," $18,580.52 ",SPEI_ENVIADO,México
TX_000049,EMP_0044,Papelería,20/07/26," $16,528.68 ",SPEI_RECIBIDO,México
TX_000050,EMP_0027,Consultoría TI,20/07/26," $5,620.28 ",SPEI_ENVIADO,México
TX_000051,EMP_0079,Restaurante,20/07/26," $8,715.49 ",SPEI_RECIBIDO,México
TX_000052,EMP_0091,Restaurante,20/07/26," $3,033.01 ",TARJETA_EMPRESARIAL,México
TX_000053,EMP_0020,Papelería,20/07/26," $15,076.72 ",SPEI_ENVIADO,México
TX_000054,EMP_0069,Consultoría TI,20/07/26," $23,342.17 ",SPEI_RECIBIDO,México
TX_000055,EMP_0022,Ropa y Calzado,20/07/26," $4,300.90 ",SPEI_ENVIADO,México
TX_000056,EMP_0058,Ropa y Calzado,20/07/26," $29,810.64 ",TARJETA_EMPRESARIAL,México
TX_000057,EMP_0080,Papelería,20/07/26," $31,293.64 ",SPEI_ENVIADO,México
TX_000058,EMP_0081,Consultoría TI,20/07/26," $10,102.32 ",TARJETA_EMPRESARIAL,México
TX_000059,EMP_0081,Consultoría TI,20/07/26," $22,732.64 ",SPEI_ENVIADO,México
TX_000060,EMP_0048,Abarrotes,20/07/26," $34,546.33 ",SPEI_ENVIADO,México
TX_000061,EMP_0015,Consultoría TI,20/07/26," $34,783.29 ",SPEI_RECIBIDO,México
TX_000062,EMP_0083,Ferretería,20/07/26," $26,005.04 ",SPEI_RECIBIDO,México
TX_000063,EMP_0079,Restaurante,20/07/26," $32,499.96 ",SPEI_ENVIADO,México
TX_000064,EMP_0009,Consultoría TI,20/07/26," $16,437.14 ",SPEI_RECIBIDO,México
TX_000065,EMP_0009,Consultoría TI,20/07/26," $21,199.40 ",SPEI_ENVIADO,México
TX_000066,EMP_0016,Ropa y Calzado,20/07/26," $11,727.19 ",SPEI_ENVIADO,México
TX_000067,EMP_0049,Restaurante,20/07/26," $13,861.13 ",SPEI_ENVIADO,México
TX_000068,EMP_0065,Ferretería,20/07/26," $29,202.35 ",SPEI_RECIBIDO,México
TX_000069,EMP_0012,Abarrotes,20/07/26," $13,894.71 ",SPEI_ENVIADO,México
TX_000070,EMP_0100,Ropa y Calzado,20/07/26," $3,418.51 ",TARJETA_EMPRESARIAL,México
TX_000071,EMP_0077,Ferretería,20/07/26," $29,870.28 ",TARJETA_EMPRESARIAL,México
TX_000072,EMP_0094,Ropa y Calzado,20/07/26," $24,311.03 ",TARJETA_EMPRESARIAL,México
TX_000073,EMP_0095,Ferretería,20/07/26," $7,451.14 ",SPEI_ENVIADO,México
TX_000074,EMP_0077,Ferretería,20/07/26," $8,595.73 ",TARJETA_EMPRESARIAL,México
TX_000075,EMP_0064,Ropa y Calzado,20/07/26," $17,254.96 ",SPEI_RECIBIDO,México
TX_000076,EMP_0057,Consultoría TI,20/07/26," $25,281.84 ",SPEI_RECIBIDO,México
TX_000077,EMP_0065,Ferretería,20/07/26," $33,813.89 ",SPEI_RECIBIDO,México
TX_000078,EMP_0080,Papelería,20/07/26," $10,193.25 ",SPEI_RECIBIDO,México
TX_000079,EMP_0061,Restaurante,20/07/26," $6,280.23 ",TARJETA_EMPRESARIAL,México
TX_000080,EMP_0022,Ropa y Calzado,20/07/26," $11,876.24 ",SPEI_ENVIADO,México
TX_000081,EMP_0025,Restaurante,20/07/26," $19,974.02 ",SPEI_ENVIADO,México
TX_000082,EMP_0019,Restaurante,20/07/26," $14,682.21 ",SPEI_RECIBIDO,México
TX_000083,EMP_0037,Restaurante,20/07/26," $3,033.79 ",SPEI_RECIBIDO,México
TX_000084,EMP_0019,Restaurante,20/07/26," $4,172.79 ",TARJETA_EMPRESARIAL,México
TX_000085,EMP_0030,Abarrotes,20/07/26," $28,249.72 ",SPEI_RECIBIDO,México
TX_000086,EMP_0056,Papelería,20/07/26," $30,732.05 ",TARJETA_EMPRESARIAL,México
TX_000087,EMP_0012,Abarrotes,20/07/26," $13,648.76 ",SPEI_ENVIADO,México
TX_000088,EMP_0098,Papelería,20/07/26," $4,522.02 ",TARJETA_EMPRESARIAL,México
TX_000089,EMP_0069,Consultoría TI,20/07/26," $31,735.02 ",SPEI_ENVIADO,México
TX_000090,EMP_0068,Papelería,20/07/26," $16,562.56 ",SPEI_RECIBIDO,México
TX_000091,EMP_0036,Abarrotes,20/07/26," $25,136.47 ",SPEI_RECIBIDO,México
TX_000092,EMP_0090,Abarrotes,20/07/26," $28,745.74 ",SPEI_ENVIADO,México
TX_000093,EMP_0029,Ferretería,20/07/26," $5,822.44 ",SPEI_RECIBIDO,México
TX_000094,EMP_0041,Ferretería,20/07/26," $16,660.87 ",SPEI_ENVIADO,México
TX_000095,EMP_0055,Restaurante,20/07/26," $16,475.08 ",SPEI_ENVIADO,México
TX_000096,EMP_0051,Consultoría TI,20/07/26," $22,698.51 ",SPEI_RECIBIDO,México
TX_000097,EMP_0053,Ferretería,20/07/26," $25,655.95 ",TARJETA_EMPRESARIAL,México
TX_000098,EMP_0047,Ferretería,20/07/26," $23,941.91 ",SPEI_ENVIADO,México
TX_000099,EMP_0046,Ropa y Calzado,20/07/26," $29,650.50 ",TARJETA_EMPRESARIAL,México
TX_000100,EMP_0010,Ropa y Calzado,21/07/26," $32,883.65 ",SPEI_ENVIADO,México
TX_000101,EMP_0090,Abarrotes,21/07/26," $21,443.17 ",SPEI_ENVIADO,México
TX_000102,EMP_0027,Consultoría TI,21/07/26," $2,487.99 ",SPEI_RECIBIDO,México
TX_000103,EMP_0022,Ropa y Calzado,21/07/26," $8,745.20 ",SPEI_ENVIADO,México
TX_000104,EMP_0051,Consultoría TI,21/07/26," $18,554.39 ",SPEI_ENVIADO,México
TX_000105,EMP_0094,Ropa y Calzado,21/07/26," $3,362.85 ",SPEI_RECIBIDO,México
TX_000106,EMP_0064,Ropa y Calzado,21/07/26," $28,398.93 ",TARJETA_EMPRESARIAL,México
TX_000107,EMP_0038,Papelería,21/07/26," $25,092.61 ",SPEI_RECIBIDO,México
TX_000108,EMP_0016,Ropa y Calzado,21/07/26," $31,007.12 ",TARJETA_EMPRESARIAL,México
TX_000109,EMP_0014,Papelería,21/07/26," $11,308.42 ",SPEI_RECIBIDO,México
TX_000110,EMP_0069,Consultoría TI,21/07/26," $12,312.65 ",SPEI_ENVIADO,México
TX_000111,EMP_0019,Restaurante,21/07/26," $32,731.21 ",SPEI_ENVIADO,México
TX_000112,EMP_0070,Ropa y Calzado,21/07/26," $6,568.26 ",TARJETA_EMPRESARIAL,México
TX_000113,EMP_0063,Consultoría TI,21/07/26," $31,603.71 ",SPEI_RECIBIDO,México
TX_000114,EMP_0002,Papelería,21/07/26," $18,789.53 ",TARJETA_EMPRESARIAL,México
TX_000115,EMP_0032,Papelería,21/07/26," $20,834.49 ",SPEI_ENVIADO,México
TX_000116,EMP_0071,Ferretería,21/07/26," $30,430.96 ",TARJETA_EMPRESARIAL,México
TX_000117,EMP_0058,Ropa y Calzado,21/07/26," $34,267.28 ",TARJETA_EMPRESARIAL,México
TX_000118,EMP_0052,Ropa y Calzado,21/07/26," $29,996.81 ",SPEI_RECIBIDO,México
TX_000119,EMP_0031,Restaurante,21/07/26," $10,134.24 ",SPEI_RECIBIDO,México
TX_000120,EMP_0003,Consultoría TI,21/07/26," $12,423.74 ",SPEI_RECIBIDO,México
TX_000121,EMP_0054,Abarrotes,21/07/26," $7,709.17 ",TARJETA_EMPRESARIAL,México
TX_000122,EMP_0071,Ferretería,21/07/26," $31,157.89 ",SPEI_ENVIADO,México
TX_000123,EMP_0083,Ferretería,21/07/26," $21,844.50 ",TARJETA_EMPRESARIAL,México
TX_000124,EMP_0005,Ferretería,21/07/26," $20,542.99 ",TARJETA_EMPRESARIAL,México
TX_000125,EMP_0044,Papelería,21/07/26," $13,817.32 ",SPEI_RECIBIDO,México
TX_000126,EMP_0027,Consultoría TI,21/07/26," $2,949.01 ",TARJETA_EMPRESARIAL,México
TX_000127,EMP_0083,Ferretería,21/07/26," $20,726.40 ",SPEI_RECIBIDO,México
TX_000128,EMP_0099,Consultoría TI,21/07/26," $5,870.68 ",TARJETA_EMPRESARIAL,México
TX_000129,EMP_0078,Abarrotes,21/07/26," $23,368.95 ",TARJETA_EMPRESARIAL,México
TX_000130,EMP_0067,Restaurante,21/07/26," $25,421.82 ",SPEI_ENVIADO,México
TX_000131,EMP_0009,Consultoría TI,21/07/26," $30,442.71 ",TARJETA_EMPRESARIAL,México
TX_000132,EMP_0097,Restaurante,21/07/26," $26,253.54 ",SPEI_ENVIADO,México
TX_000133,EMP_0091,Restaurante,21/07/26," $20,128.98 ",SPEI_RECIBIDO,México
TX_000134,EMP_0007,Restaurante,21/07/26," $6,138.32 ",SPEI_ENVIADO,México
TX_000135,EMP_0045,Consultoría TI,21/07/26," $10,523.81 ",TARJETA_EMPRESARIAL,México
TX_000136,EMP_0047,Ferretería,21/07/26," $29,361.14 ",TARJETA_EMPRESARIAL,México
TX_000137,EMP_0009,Consultoría TI,21/07/26," $11,676.73 ",TARJETA_EMPRESARIAL,México
TX_000138,EMP_0023,Ferretería,21/07/26," $33,551.37 ",SPEI_RECIBIDO,México
TX_000139,EMP_0006,Abarrotes,21/07/26," $32,515.65 ",SPEI_RECIBIDO,México
TX_000140,EMP_0049,Restaurante,21/07/26," $20,711.94 ",SPEI_RECIBIDO,México
TX_000141,EMP_0040,Ropa y Calzado,21/07/26," $24,171.82 ",SPEI_RECIBIDO,México
TX_000142,EMP_0023,Ferretería,21/07/26," $28,754.97 ",TARJETA_EMPRESARIAL,México
TX_000143,EMP_0065,Ferretería,21/07/26," $26,245.44 ",TARJETA_EMPRESARIAL,México
TX_000144,EMP_0080,Papelería,21/07/26," $31,005.10 ",TARJETA_EMPRESARIAL,México
TX_000145,EMP_0058,Ropa y Calzado,21/07/26," $8,399.77 ",SPEI_ENVIADO,México
TX_000146,EMP_0061,Restaurante,21/07/26," $3,810.57 ",TARJETA_EMPRESARIAL,México
TX_000147,EMP_0064,Ropa y Calzado,21/07/26," $9,463.81 ",SPEI_RECIBIDO,México
TX_000148,EMP_0021,Consultoría TI,21/07/26," $28,745.27 ",SPEI_RECIBIDO,México
TX_000149,EMP_0052,Ropa y Calzado,21/07/26," $14,504.30 ",SPEI_ENVIADO,México
TX_000150,EMP_0014,Papelería,21/07/26," $20,397.56 ",TARJETA_EMPRESARIAL,México
TX_000151,EMP_0005,Ferretería,21/07/26," $14,337.91 ",TARJETA_EMPRESARIAL,México
TX_000152,EMP_0054,Abarrotes,21/07/26," $4,359.49 ",SPEI_RECIBIDO,México
TX_000153,EMP_0059,Ferretería,21/07/26," $26,810.77 ",SPEI_ENVIADO,México
TX_000154,EMP_0008,Papelería,21/07/26," $8,404.56 ",SPEI_RECIBIDO,México
TX_000155,EMP_0077,Ferretería,21/07/26," $10,427.71 ",TARJETA_EMPRESARIAL,México
TX_000156,EMP_0080,Papelería,21/07/26," $19,460.76 ",SPEI_ENVIADO,México
TX_000157,EMP_0063,Consultoría TI,21/07/26," $4,126.75 ",SPEI_ENVIADO,México
TX_000158,EMP_0018,Abarrotes,21/07/26," $30,295.81 ",SPEI_RECIBIDO,México
TX_000159,EMP_0001,Restaurante,21/07/26," $30,978.02 ",TARJETA_EMPRESARIAL,México
TX_000160,EMP_0075,Consultoría TI,21/07/26," $3,796.74 ",SPEI_RECIBIDO,México
TX_000161,EMP_0015,Consultoría TI,21/07/26," $30,344.85 ",TARJETA_EMPRESARIAL,México
TX_000162,EMP_0084,Abarrotes,21/07/26," $8,634.69 ",TARJETA_EMPRESARIAL,México
TX_000163,EMP_0008,Papelería,21/07/26," $26,444.61 ",SPEI_RECIBIDO,México
TX_000164,EMP_0080,Papelería,21/07/26," $25,742.43 ",SPEI_RECIBIDO,México
TX_000165,EMP_0024,Abarrotes,21/07/26," $11,186.69 ",TARJETA_EMPRESARIAL,México
TX_000166,EMP_0086,Papelería,21/07/26," $12,138.05 ",TARJETA_EMPRESARIAL,México
TX_000167,EMP_0050,Papelería,21/07/26," $33,719.69 ",SPEI_ENVIADO,México
TX_000168,EMP_0099,Consultoría TI,21/07/26," $32,917.22 ",TARJETA_EMPRESARIAL,México
TX_000169,EMP_0022,Ropa y Calzado,21/07/26," $4,390.38 ",TARJETA_EMPRESARIAL,México
TX_000170,EMP_0050,Papelería,21/07/26," $28,545.36 ",TARJETA_EMPRESARIAL,México
TX_000171,EMP_0009,Consultoría TI,21/07/26," $2,429.65 ",SPEI_ENVIADO,México
TX_000172,EMP_0054,Abarrotes,21/07/26," $25,213.06 ",SPEI_RECIBIDO,México
TX_000173,EMP_0014,Papelería,21/07/26," $32,045.36 ",SPEI_ENVIADO,México
TX_000174,EMP_0091,Restaurante,21/07/26," $15,173.22 ",TARJETA_EMPRESARIAL,México
TX_000175,EMP_0050,Papelería,21/07/26," $16,026.04 ",SPEI_ENVIADO,México
TX_000176,EMP_0006,Abarrotes,21/07/26," $19,225.95 ",SPEI_ENVIADO,México
TX_000177,EMP_0073,Restaurante,21/07/26," $32,611.70 ",SPEI_ENVIADO,México
TX_000178,EMP_0011,Ferretería,21/07/26," $4,797.87 ",SPEI_RECIBIDO,México
TX_000179,EMP_0010,Ropa y Calzado,21/07/26," $4,830.07 ",SPEI_ENVIADO,México
TX_000180,EMP_0065,Ferretería,21/07/26," $23,829.55 ",SPEI_RECIBIDO,México
TX_000181,EMP_0061,Restaurante,21/07/26," $20,264.08 ",TARJETA_EMPRESARIAL,México
TX_000182,EMP_0083,Ferretería,21/07/26," $5,507.46 ",SPEI_RECIBIDO,México
TX_000183,EMP_0007,Restaurante,21/07/26," $22,332.71 ",SPEI_ENVIADO,México
TX_000184,EMP_0100,Ropa y Calzado,21/07/26," $23,115.20 ",SPEI_ENVIADO,México
TX_000185,EMP_0030,Abarrotes,21/07/26," $19,004.96 ",SPEI_ENVIADO,México
TX_000186,EMP_0095,Ferretería,21/07/26," $24,731.48 ",SPEI_RECIBIDO,México
TX_000187,EMP_0026,Papelería,21/07/26," $28,724.09 ",SPEI_RECIBIDO,México
TX_000188,EMP_0095,Ferretería,21/07/26," $29,940.73 ",TARJETA_EMPRESARIAL,México
TX_000189,EMP_0082,Ropa y Calzado,21/07/26," $5,077.13 ",SPEI_ENVIADO,México
TX_000190,EMP_0051,Consultoría TI,21/07/26," $23,973.15 ",SPEI_RECIBIDO,México
TX_000191,EMP_0082,Ropa y Calzado,21/07/26," $31,473.00 ",TARJETA_EMPRESARIAL,México
TX_000192,EMP_0018,Abarrotes,21/07/26," $28,284.50 ",TARJETA_EMPRESARIAL,México
TX_000193,EMP_0035,Ferretería,21/07/26," $27,263.48 ",TARJETA_EMPRESARIAL,México
TX_000194,EMP_0021,Consultoría TI,21/07/26," $5,008.10 ",SPEI_RECIBIDO,México
TX_000195,EMP_0041,Ferretería,21/07/26," $15,509.54 ",TARJETA_EMPRESARIAL,México
TX_000196,EMP_0053,Ferretería,21/07/26," $8,949.78 ",SPEI_ENVIADO,México
TX_000197,EMP_0070,Ropa y Calzado,21/07/26," $10,343.47 ",SPEI_ENVIADO,México
TX_000198,EMP_0085,Restaurante,21/07/26," $17,933.79 ",SPEI_ENVIADO,México
TX_000199,EMP_0044,Papelería,21/07/26," $7,213.52 ",SPEI_ENVIADO,México
TX_000200,EMP_0099,Consultoría TI,21/07/26," $27,057.85 ",SPEI_ENVIADO,México
TX_000201,EMP_0059,Ferretería,21/07/26," $11,850.51 ",TARJETA_EMPRESARIAL,México
TX_000202,EMP_0079,Restaurante,21/07/26," $16,248.42 ",TARJETA_EMPRESARIAL,México
TX_000203,EMP_0059,Ferretería,21/07/26," $24,178.35 ",TARJETA_EMPRESARIAL,México
TX_000204,EMP_0088,Ropa y Calzado,21/07/26," $27,170.83 ",SPEI_ENVIADO,México
TX_000205,EMP_0098,Papelería,21/07/26," $22,926.91 ",TARJETA_EMPRESARIAL,México
TX_000206,EMP_0006,Abarrotes,21/07/26," $20,122.68 ",TARJETA_EMPRESARIAL,México
TX_000207,EMP_0067,Restaurante,21/07/26," $11,595.54 ",TARJETA_EMPRESARIAL,México
TX_000208,EMP_0043,Restaurante,21/07/26," $5,515.08 ",TARJETA_EMPRESARIAL,México
TX_000209,EMP_0065,Ferretería,21/07/26," $9,319.77 ",SPEI_RECIBIDO,México
TX_000210,EMP_0084,Abarrotes,21/07/26," $17,643.40 ",SPEI_RECIBIDO,México
TX_000211,EMP_0037,Restaurante,21/07/26," $4,720.90 ",SPEI_ENVIADO,México
TX_000212,EMP_0035,Ferretería,21/07/26," $9,524.50 ",TARJETA_EMPRESARIAL,México
TX_000213,EMP_0076,Ropa y Calzado,21/07/26," $22,015.26 ",SPEI_ENVIADO,México
TX_000214,EMP_0083,Ferretería,21/07/26," $21,173.81 ",TARJETA_EMPRESARIAL,México
TX_000215,EMP_0013,Restaurante,21/07/26," $25,964.46 ",SPEI_ENVIADO,México
TX_000216,EMP_0050,Papelería,21/07/26," $6,426.07 ",SPEI_RECIBIDO,México
TX_000217,EMP_0023,Ferretería,21/07/26," $19,082.80 ",SPEI_ENVIADO,México
TX_000218,EMP_0030,Abarrotes,21/07/26," $3,272.54 ",TARJETA_EMPRESARIAL,México
TX_000219,EMP_0098,Papelería,21/07/26," $4,028.21 ",SPEI_RECIBIDO,México
TX_000220,EMP_0077,Ferretería,21/07/26," $30,699.33 ",TARJETA_EMPRESARIAL,México
TX_000221,EMP_0059,Ferretería,21/07/26," $12,754.75 ",SPEI_RECIBIDO,México
TX_000222,EMP_0064,Ropa y Calzado,21/07/26," $27,849.66 ",SPEI_RECIBIDO,México
TX_000223,EMP_0087,Consultoría TI,21/07/26," $21,380.43 ",TARJETA_EMPRESARIAL,México
TX_000224,EMP_0019,Restaurante,21/07/26," $25,283.21 ",TARJETA_EMPRESARIAL,México
TX_000225,EMP_0005,Ferretería,21/07/26," $13,829.58 ",SPEI_RECIBIDO,México
TX_000226,EMP_0044,Papelería,21/07/26," $29,336.35 ",SPEI_ENVIADO,México
TX_000227,EMP_0086,Papelería,21/07/26," $10,307.92 ",SPEI_ENVIADO,México
TX_000228,EMP_0007,Restaurante,21/07/26," $14,558.44 ",TARJETA_EMPRESARIAL,México
TX_000229,EMP_0051,Consultoría TI,21/07/26," $22,888.29 ",SPEI_ENVIADO,México
TX_000230,EMP_0053,Ferretería,21/07/26," $15,517.18 ",SPEI_ENVIADO,México
TX_000231,EMP_0030,Abarrotes,21/07/26," $6,382.44 ",TARJETA_EMPRESARIAL,México
TX_000232,EMP_0066,Abarrotes,21/07/26," $4,451.81 ",SPEI_ENVIADO,México
TX_000233,EMP_0094,Ropa y Calzado,21/07/26," $15,153.76 ",SPEI_ENVIADO,México
TX_000234,EMP_0062,Papelería,21/07/26," $16,181.32 ",SPEI_RECIBIDO,México
TX_000235,EMP_0029,Ferretería,21/07/26," $2,937.73 ",TARJETA_EMPRESARIAL,México
TX_000236,EMP_0042,Abarrotes,21/07/26," $2,844.57 ",TARJETA_EMPRESARIAL,México
TX_000237,EMP_0042,Abarrotes,21/07/26," $17,858.24 ",SPEI_ENVIADO,México
TX_000238,EMP_0016,Ropa y Calzado,21/07/26," $21,434.57 ",SPEI_ENVIADO,México
TX_000239,EMP_0073,Restaurante,21/07/26," $26,847.41 ",TARJETA_EMPRESARIAL,México
TX_000240,EMP_0056,Papelería,21/07/26," $17,481.30 ",SPEI_ENVIADO,México
TX_000241,EMP_0042,Abarrotes,21/07/26," $17,216.66 ",SPEI_RECIBIDO,México
TX_000242,EMP_0070,Ropa y Calzado,21/07/26," $12,487.90 ",TARJETA_EMPRESARIAL,México
TX_000243,EMP_0016,Ropa y Calzado,21/07/26," $23,585.58 ",SPEI_RECIBIDO,México
TX_000244,EMP_0056,Papelería,21/07/26," $6,742.84 ",SPEI_RECIBIDO,México
TX_000245,EMP_0037,Restaurante,21/07/26," $12,252.95 ",TARJETA_EMPRESARIAL,México
TX_000246,EMP_0064,Ropa y Calzado,21/07/26," $16,847.20 ",SPEI_ENVIADO,México
TX_000247,EMP_0073,Restaurante,21/07/26," $6,554.78 ",SPEI_RECIBIDO,México
TX_000248,EMP_0064,Ropa y Calzado,21/07/26," $20,123.78 ",SPEI_ENVIADO,México
TX_000249,EMP_0039,Consultoría TI,21/07/26," $25,229.70 ",TARJETA_EMPRESARIAL,México
TX_000250,EMP_0087,Consultoría TI,21/07/26," $34,264.98 ",SPEI_ENVIADO,México
TX_000251,EMP_0084,Abarrotes,21/07/26," $21,546.69 ",SPEI_RECIBIDO,México
TX_000252,EMP_0042,Abarrotes,21/07/26," $32,319.36 ",SPEI_ENVIADO,México
TX_000253,EMP_0090,Abarrotes,21/07/26," $17,837.79 ",SPEI_ENVIADO,México
TX_000254,EMP_0099,Consultoría TI,21/07/26," $28,727.46 ",SPEI_RECIBIDO,México
TX_000255,EMP_0075,Consultoría TI,21/07/26," $3,098.62 ",SPEI_ENVIADO,México
TX_000256,EMP_0004,Ropa y Calzado,21/07/26," $20,367.79 ",SPEI_ENVIADO,México
TX_000257,EMP_0016,Ropa y Calzado,21/07/26," $21,133.63 ",TARJETA_EMPRESARIAL,México
TX_000258,EMP_0091,Restaurante,21/07/26," $10,088.86 ",SPEI_RECIBIDO,México
TX_000259,EMP_0037,Restaurante,21/07/26," $34,885.52 ",SPEI_RECIBIDO,México
TX_000260,EMP_0019,Restaurante,21/07/26," $21,391.58 ",TARJETA_EMPRESARIAL,México
TX_000261,EMP_0047,Ferretería,21/07/26," $3,748.39 ",TARJETA_EMPRESARIAL,México
TX_000262,EMP_0056,Papelería,21/07/26," $4,057.50 ",SPEI_ENVIADO,México
TX_000263,EMP_0009,Consultoría TI,21/07/26," $17,600.86 ",SPEI_ENVIADO,México
TX_000264,EMP_0075,Consultoría TI,21/07/26," $4,288.23 ",SPEI_RECIBIDO,México
TX_000265,EMP_0073,Restaurante,21/07/26," $21,052.09 ",SPEI_RECIBIDO,México
TX_000266,EMP_0083,Ferretería,21/07/26," $25,721.46 ",SPEI_RECIBIDO,México
TX_000267,EMP_0046,Ropa y Calzado,21/07/26," $8,718.14 ",SPEI_RECIBIDO,México
TX_000268,EMP_0033,Consultoría TI,21/07/26," $8,813.20 ",SPEI_RECIBIDO,México
TX_000269,EMP_0026,Papelería,21/07/26," $18,509.45 ",TARJETA_EMPRESARIAL,México
TX_000270,EMP_0065,Ferretería,21/07/26," $17,154.27 ",SPEI_RECIBIDO,México
TX_000271,EMP_0022,Ropa y Calzado,21/07/26," $27,722.86 ",TARJETA_EMPRESARIAL,México
TX_000272,EMP_0093,Consultoría TI,21/07/26," $6,011.75 ",SPEI_RECIBIDO,México
TX_000273,EMP_0016,Ropa y Calzado,21/07/26," $2,915.64 ",SPEI_ENVIADO,México
